statenum	stateid	year	pop	realgdp	rgdppc	cgdppc	origin
433	SEN	1998	9035.37	13483.56	1492.31	1277.18	0
433	SEN	1999	9265.14	13842.46	1494.04	1297.45	0
433	SEN	2000	9505.86	14380.70	1512.82	1342.22	0
433	SEN	2001	9758.84	14465.49	1482.30	1344.84	0
433	SEN	2002	10023.19	14063.43	1403.09	1293.59	0
433	SEN	2003	10297.96	14324.70	1391.02	1309.44	0
433	SEN	2004	10581.32	14278.66	1349.42	1306.05	0
433	SEN	2005	10871.91	15535.85	1428.99	1428.99	0
433	SEN	2006	11169.55	15351.92	1374.44	1418.85	0
433	SEN	2007	11474.66	15634.67	1362.54	1447.38	0
433	SEN	2008	11787.12	16092.15	1365.23	1482.40	0
433	SEN	2009	12106.87	16461.13	1359.65	1489.21	0
433	SEN	2010	12433.73	17272.73	1389.18	1541.90	0
433	SEN	2011	12767.56	17209.67	1347.92	1527.99	0
434	BEN	1960	2235.27	2322.08	1038.84	193.35	0
434	BEN	1961	2286.13	2335.41	1021.55	192.27	0
434	BEN	1962	2340.57	2275.26	972.10	185.46	0
434	BEN	1963	2395.91	2397.94	1000.85	192.97	0
434	BEN	1964	2453.54	2493.53	1016.30	198.99	0
434	BEN	1965	2513.31	2685.93	1068.68	213.05	0
434	BEN	1966	2575.57	2726.15	1058.46	217.01	0
434	BEN	1967	2640.16	2879.26	1090.56	230.47	0
434	BEN	1968	2707.18	3118.47	1151.92	253.78	0
434	BEN	1969	2777.02	3273.98	1178.95	272.56	0
434	BEN	1970	2849.51	3627.92	1273.17	309.87	0
434	BEN	1971	2908.71	3723.97	1280.28	327.16	0
434	BEN	1972	2971.52	4062.67	1367.21	364.46	0
434	BEN	1973	3037.99	4284.97	1410.46	396.85	0
434	BEN	1974	3108.18	4702.95	1513.09	464.37	0
434	BEN	1975	3182.13	4081.07	1282.50	430.80	0
434	BEN	1976	3259.92	4288.26	1315.45	467.23	0
434	BEN	1977	3341.62	4791.11	1433.77	541.72	0
434	BEN	1978	3427.27	4390.22	1280.97	517.96	0
434	BEN	1979	3516.92	4581.75	1302.77	570.59	0
434	BEN	1980	3610.58	4771.23	1321.46	631.54	0
434	BEN	1981	3708.67	6170.55	1663.82	869.68	0
434	BEN	1982	3811.33	5624.66	1475.77	818.45	0
434	BEN	1983	3917.94	5683.91	1450.74	836.38	0
434	BEN	1984	4027.68	5912.88	1468.06	878.15	0
434	BEN	1985	4140.18	6292.17	1519.78	936.61	0
434	BEN	1986	4254.52	6052.32	1422.56	896.09	0
434	BEN	1987	4371.47	5630.72	1288.06	834.91	0
434	BEN	1988	4494.24	5609.23	1248.09	836.80	0
434	BEN	1989	4627.19	5066.86	1095.02	761.88	0
434	BEN	1990	4773.14	5144.84	1077.87	778.89	0
434	BEN	1991	4934.08	5406.88	1095.82	819.94	0
434	BEN	1992	5108.34	5537.31	1083.97	830.30	0
434	BEN	1993	5290.56	5602.28	1058.92	829.03	0
434	BEN	1994	5473.22	5589.97	1021.33	816.45	0
434	BEN	1995	5651.14	6067.33	1073.65	876.16	0
434	BEN	1996	5821.98	6268.14	1076.63	895.32	0
434	BEN	1997	5988.09	6781.52	1132.50	958.41	0
434	BEN	1998	6154.71	7021.16	1140.78	976.32	0
434	BEN	1999	6329.48	7492.87	1183.81	1028.04	0
434	BEN	2000	6517.81	8119.72	1245.77	1105.29	0
434	BEN	2001	6721.34	8379.06	1246.64	1131.04	0
434	BEN	2002	6937.99	8641.85	1245.58	1148.38	0
434	BEN	2003	7164.98	9065.56	1265.26	1191.05	0
434	BEN	2004	7397.99	9282.83	1254.78	1214.45	0
434	BEN	2005	7633.76	9507.22	1245.42	1245.42	0
434	BEN	2006	7871.71	9970.83	1266.67	1307.59	0
434	BEN	2007	8112.57	10492.10	1293.31	1373.85	0
434	BEN	2008	8355.98	10676.54	1277.71	1387.37	0
434	BEN	2009	8601.77	10895.81	1266.69	1387.40	0
434	BEN	2010	8849.89	11011.39	1244.24	1381.02	0
434	BEN	2011	9099.92	11343.32	1246.53	1413.05	0
435	MAA	1960	982.29	768.89	782.75	145.69	0
435	MAA	1961	994.99	684.33	687.77	129.45	0
435	MAA	1962	1008.12	764.26	758.11	144.63	0
435	MAA	1963	1021.70	787.65	770.92	148.64	0
435	MAA	1964	1035.83	1261.15	1217.53	238.39	0
435	MAA	1965	1050.54	1478.67	1407.53	280.61	0
435	MAA	1966	1065.85	1492.42	1400.22	287.07	0
435	MAA	1967	1081.78	1637.52	1513.73	319.90	0
435	MAA	1968	1098.34	1925.65	1753.23	386.25	0
435	MAA	1969	1115.59	1873.16	1679.08	388.19	0
435	MAA	1970	1133.54	2094.89	1848.10	449.79	0
435	MAA	1971	1166.88	2104.69	1803.69	460.91	0
435	MAA	1972	1201.46	2151.35	1790.61	477.32	0
435	MAA	1973	1237.24	2006.27	1621.56	456.24	0
435	MAA	1974	1274.15	2090.46	1640.67	503.52	0
435	MAA	1975	1312.13	2278.75	1736.67	583.37	0
435	MAA	1976	1351.17	2476.83	1833.10	651.10	0
435	MAA	1977	1391.26	2520.55	1811.70	684.52	0
435	MAA	1978	1432.41	2230.83	1557.40	629.73	0
435	MAA	1979	1474.60	2411.40	1635.30	716.23	0
435	MAA	1980	1517.82	2400.00	1581.22	755.68	0
435	MAA	1981	1562.14	2479.71	1587.38	829.72	0
435	MAA	1982	1607.55	2294.13	1427.09	791.45	0
435	MAA	1983	1653.82	2386.56	1443.06	831.95	0
435	MAA	1984	1700.64	2311.63	1359.27	813.08	0
435	MAA	1985	1747.84	2367.29	1354.41	834.70	0
435	MAA	1986	1795.34	2684.64	1495.34	941.93	0
435	MAA	1987	1843.35	2702.69	1466.18	950.37	0
435	MAA	1988	1892.33	2585.52	1366.32	916.06	0
435	MAA	1989	1942.90	2625.52	1351.34	940.22	0
435	MAA	1990	1995.55	2603.99	1304.90	942.95	0
435	MAA	1991	2050.46	2652.83	1293.77	968.05	0
435	MAA	1992	2107.59	2721.55	1291.31	989.12	0
435	MAA	1993	2166.95	2989.64	1379.66	1080.13	0
435	MAA	1994	2228.45	3185.06	1429.27	1142.56	0
435	MAA	1995	2292.05	2963.46	1292.93	1055.11	0
435	MAA	1996	2357.68	3316.21	1406.56	1169.68	0
435	MAA	1997	2425.37	3196.12	1317.78	1115.21	0
435	MAA	1998	2495.32	3285.56	1316.69	1126.88	0
435	MAA	1999	2567.74	3545.48	1380.78	1199.10	0
435	MAA	2000	2642.74	3711.21	1404.30	1245.94	0
435	MAA	2001	2720.37	3759.34	1381.92	1253.78	0
435	MAA	2002	2800.33	3900.51	1392.87	1284.17	0
435	MAA	2003	2882.00	4407.67	1529.38	1439.68	0
435	MAA	2004	2964.53	4641.79	1565.78	1515.45	0
435	MAA	2005	3047.25	5504.35	1806.34	1806.34	0
435	MAA	2006	3129.96	6122.21	1956.00	2019.20	0
435	MAA	2007	3212.67	6122.19	1905.64	2024.30	0
435	MAA	2008	3295.25	6336.89	1923.03	2088.07	0
435	MAA	2009	3377.63	6494.36	1922.76	2105.98	0
435	MAA	2010	3459.77	6853.44	1980.89	2198.65	0
435	MAA	2011	3541.54	6945.08	1961.04	2223.01	0
436	NIR	1960	3534.74	3741.76	1058.57	197.02	0
436	NIR	1961	3606.87	3979.90	1103.42	207.68	0
436	NIR	1962	3682.31	4494.44	1220.55	232.86	0
436	NIR	1963	3760.83	5010.86	1332.38	256.90	0
436	NIR	1964	3841.41	4893.20	1273.80	249.41	0
436	NIR	1965	3924.11	5025.25	1280.61	255.30	0
436	NIR	1966	4008.99	4973.54	1240.60	254.35	0
436	NIR	1967	4096.12	5069.74	1237.69	261.56	0
436	NIR	1968	4185.56	5192.25	1240.52	273.30	0
436	NIR	1969	4277.80	4710.02	1101.04	254.55	0
436	NIR	1970	4372.96	5112.90	1169.21	284.56	0
436	NIR	1971	4505.02	5188.17	1151.64	294.29	0
436	NIR	1972	4640.56	5137.13	1107.01	295.09	0
436	NIR	1973	4779.87	4599.51	962.27	270.74	0
436	NIR	1974	4923.34	4772.89	969.44	297.52	0
436	NIR	1975	5071.20	4337.22	855.26	287.29	0
436	NIR	1976	5223.85	4697.41	899.22	319.40	0
436	NIR	1977	5381.14	5238.01	973.40	367.78	0
436	NIR	1978	5542.18	5803.65	1047.18	423.43	0
436	NIR	1979	5705.72	6219.68	1090.08	477.43	0
436	NIR	1980	5871.03	6102.62	1039.45	496.76	0
436	NIR	1981	6038.23	5655.44	936.61	489.56	0
436	NIR	1982	6208.13	5669.17	913.19	506.44	0
436	NIR	1983	6381.55	5430.92	851.03	490.64	0
436	NIR	1984	6559.63	4089.54	623.44	372.92	0
436	NIR	1985	6743.50	4599.42	682.05	420.33	0
436	NIR	1986	6933.53	4745.93	684.49	431.17	0
436	NIR	1987	7130.57	4675.35	655.68	425.00	0
436	NIR	1988	7336.92	4736.98	645.64	432.87	0
436	NIR	1989	7555.42	4563.81	604.04	420.28	0
436	NIR	1990	7788.20	4814.06	618.12	446.67	0
436	NIR	1991	8036.34	4838.67	602.10	450.51	0
436	NIR	1992	8299.87	4762.27	573.78	439.50	0
436	NIR	1993	8578.54	4707.71	548.78	429.64	0
436	NIR	1994	8871.63	4975.24	560.80	448.31	0
436	NIR	1995	9178.58	5308.44	578.35	471.97	0
436	NIR	1996	9499.89	5217.00	549.16	456.68	0
436	NIR	1997	9835.94	5305.42	539.39	456.48	0
436	NIR	1998	10185.81	5934.29	582.60	498.62	0
436	NIR	1999	10548.22	5964.53	565.45	491.05	0
436	NIR	2000	10922.42	5657.87	518.01	459.59	0
436	NIR	2001	11308.13	6178.08	546.34	495.68	0
436	NIR	2002	11706.18	6540.05	558.68	515.08	0
436	NIR	2003	12118.32	6731.21	555.46	522.88	0
436	NIR	2004	12546.95	6617.44	527.41	510.46	0
436	NIR	2005	12993.88	6884.66	529.84	529.84	0
436	NIR	2006	13460.14	7155.67	531.62	548.80	0
436	NIR	2007	13945.66	7193.20	515.80	547.92	0
436	NIR	2008	14450.01	7708.84	533.48	579.27	0
436	NIR	2009	14972.26	7737.09	516.76	566.00	0
436	NIR	2010	15511.95	8778.70	565.93	628.14	0
436	NIR	2011	16068.99	9136.55	568.58	644.54	0
437	CDI	1960	3471.85	4782.31	1377.45	256.37	0
437	CDI	1961	3597.22	5013.78	1393.79	262.33	0
437	CDI	1962	3730.85	5275.90	1414.13	269.79	0
437	CDI	1963	3884.95	5982.61	1539.94	296.92	0
437	CDI	1964	4049.47	6943.49	1714.66	335.73	0
437	CDI	1965	4229.41	6624.29	1566.25	312.25	0
437	CDI	1966	4430.60	7423.41	1675.48	343.51	0
437	CDI	1967	4650.66	7818.66	1681.19	355.29	0
437	CDI	1968	4891.44	8973.61	1834.56	404.17	0
437	CDI	1969	5144.67	9930.11	1930.18	446.24	0
437	CDI	1970	5416.42	11064.37	2042.75	497.16	0
437	CDI	1971	5655.46	11774.78	2082.02	532.04	0
437	CDI	1972	5909.85	12328.56	2086.10	556.09	0
437	CDI	1973	6180.00	12446.74	2014.03	566.67	0
437	CDI	1974	6466.16	12837.19	1985.29	609.29	0
437	CDI	1975	6768.31	13690.14	2022.68	679.44	0
437	CDI	1976	7086.26	15618.92	2204.11	782.88	0
437	CDI	1977	7419.47	16898.57	2277.60	860.54	0
437	CDI	1978	7767.11	18589.66	2393.38	967.76	0
437	CDI	1979	8128.03	18722.88	2303.49	1008.88	0
437	CDI	1980	8500.99	16384.73	1927.39	921.12	0
437	CDI	1981	8885.89	17210.73	1936.86	1012.40	0
437	CDI	1982	9281.59	18284.90	1970.02	1092.55	0
437	CDI	1983	9684.48	18439.40	1904.02	1097.70	0
437	CDI	1984	10089.98	18910.69	1874.21	1121.09	0
437	CDI	1985	10494.83	21874.30	2084.29	1284.51	0
437	CDI	1986	10896.27	23520.62	2158.59	1359.72	0
437	CDI	1987	11294.79	23003.29	2036.63	1320.12	0
437	CDI	1988	11694.32	22964.62	1963.74	1316.61	0
437	CDI	1989	12100.74	25015.48	2067.27	1438.34	0
437	CDI	1990	12517.73	23259.40	1858.12	1342.71	0
437	CDI	1991	12945.88	23789.61	1837.62	1374.98	0
437	CDI	1992	13381.80	24971.83	1866.10	1429.40	0
437	CDI	1993	13820.23	24681.88	1785.92	1398.20	0
437	CDI	1994	14253.95	24212.24	1698.63	1357.89	0
437	CDI	1995	14677.20	27651.62	1883.98	1537.44	0
437	CDI	1996	15089.91	29554.77	1958.58	1628.73	0
437	CDI	1997	15492.13	28855.36	1862.58	1576.27	0
437	CDI	1998	15878.56	29320.43	1846.54	1580.35	0
437	CDI	1999	16242.89	28558.48	1758.21	1526.87	0
437	CDI	2000	16581.65	25387.46	1531.06	1358.40	0
437	CDI	2001	16892.86	27431.12	1623.83	1473.25	0
437	CDI	2002	17180.65	26938.21	1567.94	1445.58	0
437	CDI	2003	17455.50	25798.54	1477.96	1391.28	0
437	CDI	2004	17731.84	24370.83	1374.41	1330.24	0
437	CDI	2005	18020.95	25293.22	1403.55	1403.55	0
437	CDI	2006	18325.98	25641.68	1399.20	1444.41	0
437	CDI	2007	18646.75	24609.87	1319.79	1401.98	0
437	CDI	2008	18987.01	24539.01	1292.41	1403.33	0
437	CDI	2009	19350.03	25658.69	1326.03	1452.39	0
437	CDI	2010	19737.80	26322.32	1333.60	1480.20	0
437	CDI	2011	20152.89	24076.49	1194.69	1354.29	0
438	GUI	1958	3006.00	1530.83	509.26	92.37	-2
438	GUI	1959	3390.64	5826.18	1718.31	315.40	0
438	GUI	1960	3449.93	6361.09	1843.83	343.17	0
438	GUI	1961	3511.61	6560.50	1868.23	351.62	0
438	GUI	1962	3575.39	6682.95	1869.15	356.60	0
438	GUI	1963	3640.98	7465.12	2050.31	395.32	0
438	GUI	1964	3708.46	6801.00	1833.92	359.08	0
438	GUI	1965	3777.83	7035.63	1862.35	371.28	0
438	GUI	1966	3849.09	6955.91	1807.16	370.50	0
438	GUI	1967	3922.22	6990.32	1782.23	376.64	0
438	GUI	1968	3997.30	7053.51	1764.57	388.75	0
438	GUI	1969	4074.42	6974.18	1711.70	395.73	0
438	GUI	1970	4153.65	6695.65	1611.99	392.33	0
438	GUI	1971	4195.88	7073.54	1685.83	430.80	0
438	GUI	1972	4228.22	7259.34	1716.88	457.67	0
438	GUI	1973	4252.35	7351.48	1728.80	486.42	0
438	GUI	1974	4270.99	7684.32	1799.19	552.17	0
438	GUI	1975	4286.86	7950.22	1854.55	622.96	0
438	GUI	1976	4300.11	8485.29	1973.27	700.89	0
438	GUI	1977	4312.32	8196.22	1900.65	718.12	0
438	GUI	1978	4329.47	8786.38	2029.44	820.60	0
438	GUI	1979	4359.11	8631.28	1980.05	867.22	0
438	GUI	1980	4406.83	9020.68	2046.98	978.27	0
438	GUI	1981	4477.19	8886.47	1984.83	1037.47	0
438	GUI	1982	4569.94	9062.46	1983.06	1099.79	0
438	GUI	1983	4680.00	9165.26	1958.39	1129.05	0
438	GUI	1984	4799.45	9339.46	1945.94	1164.00	0
438	GUI	1985	4923.60	9850.39	2000.65	1232.96	0
438	GUI	1986	5045.78	9517.24	1886.18	1188.12	0
438	GUI	1987	5170.12	9681.99	1872.68	1213.85	0
438	GUI	1988	5315.18	10393.74	1955.48	1311.07	0
438	GUI	1989	5506.44	10567.00	1919.03	1335.20	0
438	GUI	1990	5759.37	10659.58	1850.82	1337.44	0
438	GUI	1991	6083.80	11225.25	1845.11	1380.58	0
438	GUI	1992	6466.43	11377.52	1759.47	1347.72	0
438	GUI	1993	6871.53	11663.63	1697.39	1328.88	0
438	GUI	1994	7249.56	12496.16	1723.71	1377.94	0
438	GUI	1995	7565.24	14404.20	1904.00	1553.78	0
438	GUI	1996	7805.74	15199.05	1947.17	1619.24	0
438	GUI	1997	7982.15	13597.78	1703.52	1441.66	0
438	GUI	1998	8112.65	12175.77	1500.84	1284.48	0
438	GUI	1999	8226.14	11664.26	1417.95	1231.38	0
438	GUI	2000	8344.49	10472.39	1255.01	1113.48	0
438	GUI	2001	8472.34	9995.13	1179.74	1070.34	0
438	GUI	2002	8604.94	9276.97	1078.10	993.96	0
438	GUI	2003	8743.95	8563.33	979.34	921.90	0
438	GUI	2004	8889.32	8295.45	933.19	903.20	0
438	GUI	2005	9041.45	9253.96	1023.50	1023.50	0
438	GUI	2006	9201.94	8372.26	909.84	939.23	0
438	GUI	2007	9373.62	8461.69	902.71	958.93	0
438	GUI	2008	9559.11	8675.02	907.51	985.40	0
438	GUI	2009	9761.22	8971.64	919.11	1006.69	0
438	GUI	2010	9981.59	8972.46	898.90	997.72	0
438	GUI	2011	10221.81	8961.61	876.71	993.83	0
439	BFO	1960	5327.91	2641.96	495.87	92.29	0
439	BFO	1961	5355.17	2490.21	465.01	87.52	0
439	BFO	1962	5386.86	2659.90	493.77	94.20	0
439	BFO	1963	5423.07	2579.57	475.67	91.71	0
439	BFO	1964	5463.87	2658.70	486.60	95.28	0
439	BFO	1965	5509.38	2683.45	487.07	97.10	0
439	BFO	1966	5559.70	2699.54	485.55	99.55	0
439	BFO	1967	5614.95	2943.78	524.27	110.79	0
439	BFO	1968	5675.28	3056.46	538.56	118.65	0
439	BFO	1969	5740.84	3148.35	548.41	126.79	0
439	BFO	1970	5807.49	3090.25	532.11	129.51	0
439	BFO	1971	5923.95	3179.96	536.80	137.17	0
439	BFO	1972	6044.30	3685.38	609.73	162.54	0
439	BFO	1973	6169.13	3540.20	573.86	161.46	0
439	BFO	1974	6299.24	3821.38	606.64	186.18	0
439	BFO	1975	6435.27	3769.66	585.78	196.77	0
439	BFO	1976	6577.50	3773.75	573.74	203.79	0
439	BFO	1977	6726.02	4084.07	607.20	229.42	0
439	BFO	1978	6881.11	4497.49	653.60	264.28	0
439	BFO	1979	7043.05	4827.54	685.43	300.21	0
439	BFO	1980	7212.09	4709.18	652.96	312.05	0
439	BFO	1981	7388.47	4940.13	668.63	349.49	0
439	BFO	1982	7572.38	4989.44	658.90	365.42	0
439	BFO	1983	7763.89	4655.93	599.69	345.73	0
439	BFO	1984	7963.01	4591.11	576.56	344.88	0
439	BFO	1985	8169.79	5227.12	639.81	394.30	0
439	BFO	1986	8384.38	5536.76	660.37	415.97	0
439	BFO	1987	8606.96	5422.27	629.99	408.35	0
439	BFO	1988	8837.67	5765.28	652.35	437.38	0
439	BFO	1989	9076.63	5834.34	642.79	447.23	0
439	BFO	1990	9324.00	5811.47	623.28	450.39	0
439	BFO	1991	9580.03	6271.67	654.66	489.84	0
439	BFO	1992	9844.93	6240.49	633.88	485.54	0
439	BFO	1993	10118.63	6438.33	636.28	498.15	0
439	BFO	1994	10401.03	6268.22	602.65	481.76	0
439	BFO	1995	10692.14	6709.21	627.49	512.07	0
439	BFO	1996	10992.17	7425.91	675.56	561.79	0
439	BFO	1997	11301.61	8077.79	714.75	604.88	0
439	BFO	1998	11621.16	8697.90	748.45	640.56	0
439	BFO	1999	11951.70	9145.43	765.20	664.51	0
439	BFO	2000	12294.01	9564.89	778.01	690.28	0
439	BFO	2001	12648.47	10016.40	791.91	718.47	0
439	BFO	2002	13015.43	10412.98	800.05	737.61	0
439	BFO	2003	13395.60	10886.51	812.69	765.03	0
439	BFO	2004	13789.74	11440.77	829.66	802.99	0
439	BFO	2005	14198.46	12451.66	876.97	876.97	0
439	BFO	2006	14622.20	13221.92	904.24	933.45	0
439	BFO	2007	15061.13	13474.33	894.64	950.35	0
439	BFO	2008	15515.26	14185.94	914.32	992.79	0
439	BFO	2009	15984.48	14796.51	925.68	1013.89	0
439	BFO	2010	16468.71	15901.12	965.54	1071.68	0
439	BFO	2011	16967.85	16404.66	966.81	1095.96	0
450	LBR	1950	824.00	1203.01	1459.97	213.97	-2
450	LBR	1951	839.00	1265.55	1508.40	237.00	-2
450	LBR	1952	856.00	1299.48	1518.09	242.62	-2
450	LBR	1953	874.00	1346.16	1540.23	249.12	-2
450	LBR	1954	893.00	1417.44	1587.28	259.08	-2
450	LBR	1955	914.00	1462.16	1599.73	265.57	-2
450	LBR	1956	937.00	1517.10	1619.11	278.00	-2
450	LBR	1957	960.00	1571.61	1637.10	290.44	-2
450	LBR	1958	985.00	1617.99	1642.63	297.96	-2
450	LBR	1959	1012.00	1712.76	1692.45	310.65	-2
450	LBR	1960	1050.00	1221.60	1163.43	216.54	-1
450	LBR	1961	1078.00	1294.41	1200.75	225.99	-1
450	LBR	1962	1107.00	1318.46	1191.02	227.22	-1
450	LBR	1963	1137.00	1485.18	1306.23	251.85	-1
450	LBR	1964	1204.09	1080.20	897.10	175.65	0
450	LBR	1965	1241.34	1156.84	931.92	185.79	0
450	LBR	1966	1279.60	1249.03	976.11	200.12	0
450	LBR	1967	1318.86	1315.58	997.51	210.80	0
450	LBR	1968	1359.14	1424.78	1048.30	230.95	0
450	LBR	1969	1399.41	1552.40	1109.33	256.47	0
450	LBR	1970	1439.68	1664.09	1155.88	281.32	0
450	LBR	1971	1479.83	1804.42	1219.34	311.59	0
450	LBR	1972	1521.56	1912.04	1256.63	334.98	0
450	LBR	1973	1565.04	1982.72	1266.88	356.45	0
450	LBR	1974	1610.47	1821.58	1131.08	347.13	0
450	LBR	1975	1657.97	1742.75	1051.13	353.09	0
450	LBR	1976	1706.54	1898.94	1112.74	395.24	0
450	LBR	1977	1755.82	2053.18	1169.36	441.82	0
450	LBR	1978	1807.16	2233.55	1235.94	499.75	0
450	LBR	1979	1862.50	1737.98	933.14	408.70	0
450	LBR	1980	1922.54	1893.81	985.06	470.77	0
450	LBR	1981	1988.93	1704.14	856.81	447.86	0
450	LBR	1982	2059.48	1801.37	874.67	485.08	0
450	LBR	1983	2126.45	1808.12	850.30	490.21	0
450	LBR	1984	2179.47	1783.75	818.43	489.56	0
450	LBR	1985	2211.51	1854.52	838.57	516.80	0
450	LBR	1986	2221.35	1931.51	869.52	547.72	0
450	LBR	1987	2212.69	1905.77	861.29	558.28	0
450	LBR	1988	2189.83	1945.62	888.48	595.69	0
450	LBR	1989	2159.26	2032.93	941.49	655.06	0
450	LBR	1990	2127.10	1066.31	501.30	362.25	0
450	LBR	1991	2091.36	975.44	466.42	348.99	0
450	LBR	1992	2054.18	603.11	293.60	224.89	0
450	LBR	1993	2030.59	396.89	195.45	153.02	0
450	LBR	1994	2039.92	313.03	153.45	122.67	0
450	LBR	1995	2094.59	300.31	143.38	117.00	0
450	LBR	1996	2203.81	292.72	132.82	110.46	0
450	LBR	1997	2360.51	700.36	296.70	251.09	0
450	LBR	1998	2540.84	914.74	360.01	308.11	0
450	LBR	1999	2710.96	1076.59	397.12	344.87	0
450	LBR	2000	2847.29	1468.35	515.70	457.54	0
450	LBR	2001	2939.30	1540.17	523.99	475.40	0
450	LBR	2002	2996.08	1631.07	544.40	501.92	0
450	LBR	2003	3037.41	1117.31	367.85	346.27	0
450	LBR	2004	3092.72	1104.43	357.11	345.63	0
450	LBR	2005	3182.54	1093.09	343.47	343.47	0
450	LBR	2006	3313.72	1425.91	430.30	444.21	0
450	LBR	2007	3477.20	1376.69	395.92	420.57	0
450	LBR	2008	3658.46	1403.64	383.67	416.60	0
450	LBR	2009	3835.93	1651.73	430.60	471.63	0
450	LBR	2010	3994.12	1701.90	426.10	472.94	0
450	LBR	2011	4128.57	1778.30	430.73	488.27	0
451	SIE	1961	2260.61	1626.43	719.47	135.41	0
451	SIE	1962	2294.32	1843.99	803.72	153.33	0
451	SIE	1963	2328.92	2003.64	860.33	165.88	0
451	SIE	1964	2364.27	2091.00	884.42	173.17	0
451	SIE	1965	2400.38	2126.81	886.03	176.64	0
451	SIE	1966	2437.26	2170.99	890.75	182.62	0
451	SIE	1967	2474.95	2027.97	819.40	173.16	0
451	SIE	1968	2513.45	2258.97	898.75	198.00	0
451	SIE	1969	2552.83	2444.88	957.71	221.41	0
451	SIE	1970	2593.12	2932.74	1130.97	275.25	0
451	SIE	1971	2640.26	2966.41	1123.53	287.11	0
451	SIE	1972	2688.53	3085.16	1147.53	305.90	0
451	SIE	1973	2738.40	3052.00	1114.52	313.58	0
451	SIE	1974	2790.53	3072.85	1101.17	337.95	0
451	SIE	1975	2845.39	3109.91	1092.96	367.14	0
451	SIE	1976	2903.20	3126.23	1076.82	382.48	0
451	SIE	1977	2963.88	3185.85	1074.89	406.13	0
451	SIE	1978	3027.33	3292.17	1087.48	439.72	0
451	SIE	1979	3093.34	3315.36	1071.77	469.42	0
451	SIE	1980	3161.75	3194.11	1010.23	482.80	0
451	SIE	1981	3230.99	3435.27	1063.22	555.75	0
451	SIE	1982	3300.79	3732.55	1130.81	627.13	0
451	SIE	1983	3373.66	3690.94	1094.05	630.74	0
451	SIE	1984	3453.11	3875.16	1122.22	671.28	0
451	SIE	1985	3540.73	3970.93	1121.50	691.16	0
451	SIE	1986	3639.73	4137.85	1136.86	716.12	0
451	SIE	1987	3746.94	4476.25	1194.64	774.35	0
451	SIE	1988	3849.92	4774.95	1240.27	831.55	0
451	SIE	1989	3931.82	5125.68	1303.64	907.04	0
451	SIE	1990	3981.57	5548.81	1393.62	1007.06	0
451	SIE	1991	3995.29	5603.93	1402.63	1049.51	0
451	SIE	1992	3979.55	5286.72	1328.47	1017.58	0
451	SIE	1993	3946.84	5826.13	1476.15	1155.68	0
451	SIE	1994	3915.07	6290.24	1606.67	1284.38	0
451	SIE	1995	3898.36	6366.18	1633.04	1332.66	0
451	SIE	1996	3898.18	5566.05	1427.86	1187.39	0
451	SIE	1997	3913.68	4308.60	1100.91	931.68	0
451	SIE	1998	3953.71	3668.98	927.99	794.21	0
451	SIE	1999	4028.26	2674.92	664.04	576.66	0
451	SIE	2000	4143.11	3246.73	783.64	695.27	0
451	SIE	2001	4303.85	3575.85	830.85	753.80	0
451	SIE	2002	4505.52	4051.53	899.24	829.06	0
451	SIE	2003	4730.02	4035.44	853.16	803.12	0
451	SIE	2004	4952.13	3917.39	791.05	765.63	0
451	SIE	2005	5153.44	3830.31	743.25	743.25	0
451	SIE	2006	5327.36	3887.53	729.73	753.31	0
451	SIE	2007	5478.29	4027.07	735.10	780.87	0
451	SIE	2008	5612.13	4275.35	761.80	827.18	0
451	SIE	2009	5739.29	4498.38	783.79	858.47	0
451	SIE	2010	5867.54	4772.83	813.43	902.85	0
451	SIE	2011	5997.49	5184.64	864.47	979.95	0
452	GHA	1957	6313.39	11257.95	1783.19	316.36	0
452	GHA	1958	6492.61	11691.01	1800.67	326.62	0
452	GHA	1959	6678.87	13709.70	2052.70	376.77	0
452	GHA	1960	6873.47	15085.78	2194.78	408.49	0
452	GHA	1961	7066.32	14772.91	2090.61	393.47	0
452	GHA	1962	7265.60	14714.61	2025.24	386.38	0
452	GHA	1963	7471.64	15832.25	2118.98	408.56	0
452	GHA	1964	7686.96	16547.51	2152.67	421.49	0
452	GHA	1965	7911.97	16201.01	2047.66	408.22	0
452	GHA	1966	8144.98	15860.98	1947.33	399.24	0
452	GHA	1967	8386.73	15429.09	1839.70	388.78	0
452	GHA	1968	8637.72	15703.36	1818.00	400.52	0
452	GHA	1969	8899.24	17036.30	1914.35	442.58	0
452	GHA	1970	8681.82	18703.37	2154.32	524.32	0
452	GHA	1971	8911.29	19304.27	2166.27	553.57	0
452	GHA	1972	9167.82	16987.54	1852.95	493.94	0
452	GHA	1973	9435.67	18384.63	1948.42	548.21	0
452	GHA	1974	9692.20	20114.98	2075.38	636.93	0
452	GHA	1975	9922.66	17897.42	1803.69	605.88	0
452	GHA	1976	10119.04	16331.67	1613.95	573.26	0
452	GHA	1977	10290.71	17993.80	1748.55	660.65	0
452	GHA	1978	10461.38	18148.24	1734.78	701.46	0
452	GHA	1979	10664.34	17482.51	1639.34	718.00	0
452	GHA	1980	10922.71	17457.87	1598.31	763.85	0
452	GHA	1981	11246.01	16183.58	1439.05	752.19	0
452	GHA	1982	11624.73	14116.36	1214.34	673.46	0
