year,ccode,uds
1992,371,0.307699853
1993,371,0.303854601
1994,371,0.312652795
1995,371,0.178042957
1996,371,0.047004958
1997,371,0.045860821
1998,371,0.256241448
1999,371,0.307600558
2000,371,0.311573343
2001,371,0.308060495
2002,371,0.306130736
2003,371,0.365652835
2004,371,0.319181509
2005,371,0.317091152
2006,371,0.318630098
2007,371,0.264202901
2008,371,0.264137363
1991,372,-0.177458035
1992,372,-0.008923381
1993,372,0.018354132
1994,372,0.01948365
1995,372,0.077523145
1996,372,0.109123581
1997,372,0.14156039
1998,372,0.142066815
1999,372,0.089240278
2000,372,-0.013225859
2001,372,0.042412352
2002,372,0.045332217
2003,372,0.049779538
2004,372,0.316635019
2005,372,0.371187719
2006,372,0.364076204
2007,372,0.234853
2008,372,0.349739758
1991,373,-0.483589863
1992,373,-0.226674598
1993,373,-0.627757978
1994,373,-0.636859939
1995,373,-0.736415709
1996,373,-0.655659602
1997,373,-0.58158262
1998,373,-0.521782005
1999,373,-0.482194479
2000,373,-0.467850826
2001,373,-0.489558583
2002,373,-0.485677657
2003,373,-0.411599545
2004,373,-0.412003687
2005,373,-0.421206193
2006,373,-0.413609244
2007,373,-0.556536667
2008,373,-0.558019905
1946,375,0.771307672
1947,375,0.76542168
1948,375,0.871745738
1949,375,0.871074983
1950,375,1.191560818
1951,375,1.064296625
1952,375,1.058783621
1953,375,1.065019826
1954,375,1.158370581
1955,375,1.194020472
1956,375,1.293983817
1957,375,1.297936161
1958,375,1.295907343
1959,375,1.295200499
1960,375,1.321344342
1961,375,1.298899045
1962,375,1.164818946
1963,375,1.165248901
1964,375,1.155139407
1965,375,1.192992938
1966,375,1.165082717
1967,375,1.397618986
1968,375,1.405516931
1969,375,1.409075379
1970,375,1.407928894
1971,375,1.409397879
1972,375,1.184368394
1973,375,0.967328428
1974,375,0.970596272
1975,375,0.975111415
1976,375,0.977041662
1977,375,0.975401502
1978,375,1.195976704
1979,375,1.186414263
1980,375,1.207538438
1981,375,1.180970154
1982,375,1.421651383
1983,375,1.308541314
1984,375,1.309516515
1985,375,1.333650534
1986,375,1.309119482
1987,375,1.45435844
1988,375,1.449819651
1989,375,2.006424084
1990,375,2.009291929
1991,375,2.007311732
1992,375,2.009874638
1993,375,2.009149921
1994,375,2.001882835
1995,375,1.574712747
1996,375,1.561466361
1997,375,1.563543181
1998,375,1.567022668
1999,375,2.002941002
2000,375,2.006592025
2001,375,2.005223473
2002,375,2.020743628
2003,375,2.006726493
2004,375,2.010359568
2005,375,1.999367767
2006,375,2.018154782
2007,375,2.007109796
2008,375,2.002440683
1946,380,1.23488311
1947,380,1.23878033
1948,380,1.304903163
1949,380,1.302541324
1950,380,1.328280162
1951,380,1.300104781
1952,380,1.16307575
1953,380,1.167555602
1954,380,1.162657349
1955,380,1.323481355
1956,380,1.165231246
1957,380,1.303842378
1958,380,1.16226372
1959,380,1.166938908
1960,380,1.192300834
1961,380,1.163750376
1962,380,1.161473198
1963,380,1.16175562
1964,380,1.160262652
1965,380,1.192066277
1966,380,1.166484756
1967,380,1.405778765
1968,380,1.574046597
1969,380,1.575858177
1970,380,1.590912906
1971,380,1.58172777
1972,380,1.672966501
1973,380,2.097960425
1974,380,2.100665317
1975,380,1.548552296
1976,380,2.082179966
1977,380,2.096982279
1978,380,2.107906511
1979,380,2.10116876
1980,380,2.11237479
1981,380,2.090263409
1982,380,2.103180495
1983,380,2.002092777
1984,380,2.014214195
1985,380,2.020461019
1986,380,2.006806824
1987,380,2.007787953
1988,380,2.007050732
1989,380,2.013110137
1990,380,1.997840627
1991,380,2.010167004
1992,380,2.008602364
1993,380,2.011897476
1994,380,2.007182637
1995,380,1.570864245
1996,380,1.56832825
1997,380,1.575691165
1998,380,2.008317925
1999,380,2.000367228
2000,380,2.020554383
2001,380,2.016371671
2002,380,2.018297297
2003,380,2.011161372
2004,380,2.008658608
2005,380,2.011417443
2006,380,2.016130089
2007,380,2.013289784
2008,380,2.006660007
1946,385,1.240182099
1947,385,1.238103851
1948,385,1.161073163
1949,385,1.169312748
1950,385,1.191161048
1951,385,1.171756906
1952,385,1.166414077
1953,385,1.162985771
1954,385,1.168129351
1955,385,1.198172729
1956,385,1.1634165
1957,385,1.161265358
1958,385,1.162236662
1959,385,1.158971048
1960,385,1.193285804
1961,385,1.162149603
1962,385,1.162931181
1963,385,1.1586661
1964,385,1.162915456
1965,385,1.322277096
1966,385,1.300890464
1967,385,1.300993246
1968,385,1.583493878
1969,385,1.575095114
1970,385,1.579037592
1971,385,1.583092731
1972,385,1.66927134
1973,385,2.097613914
1974,385,2.098530512
1975,385,2.096258535
1976,385,2.098945754
1977,385,1.668021387
1978,385,1.671494613
1979,385,1.669020036
1980,385,1.673366126
1981,385,2.095828528
1982,385,2.098370261
1983,385,2.010350013
1984,385,1.997175225
1985,385,2.016047939
1986,385,2.011574462
1987,385,2.014674458
1988,385,2.010264969
1989,385,2.012724505
1990,385,2.000352729
1991,385,2.007223323
1992,385,2.013898238
1993,385,2.000290542
1994,385,2.012284047
1995,385,2.001606291
1996,385,1.998895799
1997,385,2.01535349
1998,385,2.007215259
1999,385,2.009296053
2000,385,2.015867219
2001,385,2.014804061
2002,385,2.004935407
2003,385,2.008991978
2004,385,2.011804504
2005,385,2.00667352
2006,385,2.006246729
2007,385,2.004063883
2008,385,2.010669112
1946,390,1.441559029
1947,390,1.431758064
1948,390,1.087652847
1949,390,1.082422502
1950,390,1.020399044
1951,390,0.975575524
1952,390,0.978633763
1953,390,1.533135734
1954,390,1.160396383
1955,390,1.19893454
1956,390,1.164818976
1957,390,1.301148968
1958,390,1.300712484
1959,390,1.297710562
1960,390,1.327285012
1961,390,1.5353193
1962,390,1.30555639
1963,390,1.296883959
1964,390,1.302009001
1965,390,1.597587909
1966,390,1.525535661
1967,390,2.054823023
1968,390,1.530586064
1969,390,2.041273842
1970,390,2.040447909
1971,390,2.044367722
1972,390,2.104049345
1973,390,2.09799533
1974,390,2.101751572
1975,390,2.104474918
1976,390,2.093513928
1977,390,2.094669217
1978,390,2.092557436
1979,390,2.093738646
1980,390,2.099650839
1981,390,2.109753895
1982,390,2.094891896
1983,390,2.011513027
1984,390,2.014622894
1985,390,2.006649959
1986,390,2.001316988
1987,390,2.022195906
1988,390,2.024114548
1989,390,2.006872738
1990,390,2.002406246
1991,390,2.013171261
1992,390,2.010162235
1993,390,2.002125304
1994,390,2.003718651
1995,390,2.020951524
1996,390,2.021716411
1997,390,2.006018087
1998,390,2.008301537
1999,390,1.999525073
2000,390,2.008957016
2001,390,2.008493397
2002,390,2.011406221
2003,390,2.013321423
2004,390,2.0045735
2005,390,2.011896486
2006,390,2.008726268
2007,390,2.001556214
2008,390,2.012385964
1946,395,1.285596942
1947,395,1.295500038
1948,395,1.171597424
1949,395,1.172505176
1950,395,1.222996691
1951,395,1.171047873
1952,395,1.167307586
1953,395,1.171665668
1954,395,1.177838185
1955,395,1.220280085
1956,395,0.982708489
1957,395,0.987714824
1958,395,0.982486156
1959,395,1.167813985
1960,395,1.223220729
1961,395,1.170350672
1962,395,1.171703123
1963,395,0.990544453
1964,395,1.303459224
1965,395,1.074694801
1966,395,0.983886922
1967,395,1.528504092
1968,395,1.525205003
1969,395,1.531803306
1970,395,1.523224654
1971,395,1.526218818
1972,395,1.639650462
1973,395,1.63693999
1974,395,1.647337159
1975,395,1.646850443
1976,395,1.637847736
1977,395,1.639190987
1978,395,2.083472968
1979,395,2.096286371
1980,395,2.100402698
1981,395,2.096319328
1982,395,1.598130991
1983,395,1.51964533
1984,395,1.52688208
1985,395,1.539352484
1986,395,1.514584067
1987,395,1.992923252
1988,395,1.980326478
1989,395,1.991724244
1990,395,1.986618475
1991,395,2.001525424
1992,395,1.989947589
1993,395,1.991188618
1994,395,1.980909329
1995,395,1.983996848
1996,395,1.976215223
1997,395,1.990471298
1998,395,1.985760386
1999,395,1.993019665
2000,395,1.990945041
2001,395,1.998553018
2002,395,1.996383404
2003,395,1.9726259
2004,395,1.981640238
2005,395,1.990050977
2006,395,1.984264169
2007,395,1.984142317
2008,395,1.99232715
1975,402,-0.566224754
1976,402,-0.80960215
1977,402,-0.81360628
1978,402,-0.815173278
1979,402,-0.813235585
1980,402,-0.992327029
1981,402,-0.816911561
1982,402,-0.818853233
1983,402,-0.863327286
1984,402,-1.054545059
1985,402,-1.049500989
1986,402,-0.866377536
1987,402,-0.683158281
1988,402,-0.900604844
1989,402,-0.680498289
1990,402,-0.054323296
1991,402,0.483096142
1992,402,0.715562099
1993,402,0.713364299
1994,402,0.706663137
1995,402,0.718470728
1996,402,0.709473984
1997,402,0.718257054
1998,402,0.715141713
1999,402,0.711318714
2000,402,0.657265435
2001,402,0.718262321
2002,402,0.714261182
2003,402,0.913186296
2004,402,0.909116663
2005,402,0.912077682
2006,402,1.040126082
2007,402,1.056613269
2008,402,1.045591364
1975,403,-0.565849535
1976,403,-0.561094329
1977,403,-0.685133245
1978,403,-0.807442781
1979,403,-0.813180156
1980,403,-0.990932349
1981,403,-1.199668148
1982,403,-1.198360672
1983,403,-1.61059179
1984,403,-1.620020308
1985,403,-1.828915444
1986,403,-1.616949331
1987,403,-1.618935441
1988,403,-1.349867845
1989,403,-0.693058833
1990,403,-0.532326666
1991,403,0.402475953
1992,403,0.399783561
1993,403,0.60952831
1994,403,0.608645173
1995,403,0.613140015
1996,403,0.715532604
1997,403,0.719216816
1998,403,0.713495194
1999,403,0.71693964
2000,403,0.854756434
2001,403,0.60722644
2002,403,0.714154782
2003,403,0.586028784
2004,403,0.587392032
2005,403,0.588490837
2006,403,0.584913441
2007,403,0.587967275
2008,403,0.586863181
1974,404,-0.872836164
1975,404,-0.836873851
1976,404,-0.837534297
1977,404,-0.842397691
1978,404,-0.840957619
1979,404,-0.839185475
1980,404,-1.245179095
1981,404,-1.119136991
1982,404,-1.120834069
1983,404,-0.972690425
1984,404,-1.01122798
1985,404,-1.212742322
1986,404,-1.109631075
1987,404,-1.107973753
1988,404,-1.066786198
1989,404,-1.009367878
1990,404,-0.909461391
1991,404,-0.63289349
1992,404,-0.631868353
1993,404,-0.635323967
1994,404,0.093153804
1995,404,0.088493513
1996,404,0.092965128
1997,404,0.094139955
1998,404,-0.228634481
1999,404,-0.060406147
2000,404,0.235771667
2001,404,0.205940958
2002,404,0.2084727
2003,404,-0.38307326
2004,404,-0.007447955
2005,404,0.3923694
2006,404,0.345363894
2007,404,0.342872234
2008,404,0.286116305
1968,411,-0.055199033
1969,411,-0.803754646
1970,411,-0.802271001
1971,411,-0.940324475
1972,411,-0.928815987
1973,411,-0.932047968
1974,411,-0.935947709
1975,411,-1.014169564
1976,411,-1.016287907
1977,411,-1.156061885
1978,411,-1.288754876
1979,411,-1.121475262
1980,411,-1.313769028
1981,411,-1.121790519
1982,411,-1.122875759
1983,411,-0.977619516
1984,411,-0.972281778
1985,411,-1.183096758
1986,411,-1.13983907
1987,411,-1.145894631
1988,411,-1.326385973
1989,411,-1.145599816
1990,411,-1.14264008
1991,411,-1.139336667
1992,411,-0.981005408
1993,411,-0.89395051
1994,411,-0.889537686
1995,411,-0.897605746
1996,411,-0.900203111
1997,411,-0.897923158
1998,411,-0.897711584
1999,411,-0.896827889
2000,411,-0.712965645
2001,411,-0.673466487
2002,411,-0.763575021
2003,411,-0.766543404
2004,411,-0.567873089
2005,411,-0.569298862
2006,411,-0.568540163
2007,411,-0.568846781
2008,411,-0.897861709
1965,420,0.239340433
1966,420,0.169187766
1967,420,0.256901366
1968,420,0.262870457
1969,420,0.257630258
1970,420,0.318582163
1971,420,0.258971304
1972,420,0.30185255
1973,420,0.303941777
1974,420,0.307088278
1975,420,0.302783747
1976,420,0.303908876
1977,420,0.368052067
1978,420,0.303759657
1979,420,0.298978902
1980,420,0.241858709
1981,420,0.12970408
1982,420,0.13060166
1983,420,0.119402167
1984,420,0.117188929
1985,420,-0.030734626
1986,420,0.118060577
1987,420,0.078337726
1988,420,0.216322098
1989,420,0.184058661
1990,420,0.241063657
1991,420,0.239871606
1992,420,0.37130198
1993,420,0.312897353
1994,420,-0.973388656
1995,420,-0.976758262
1996,420,-0.82072942
1997,420,-0.499764343
1998,420,-0.422999265
1999,420,-0.426866895
2000,420,-0.261674724
2001,420,-0.286694582
2002,420,-0.240889092
2003,420,-0.241252506
2004,420,-0.244899638
2005,420,-0.293045443
2006,420,-0.429138397
2007,420,-0.427522582
2008,420,-0.427234378
1960,432,-0.629084599
1961,432,-0.815440262
1962,432,-0.819497867
1963,432,-0.823745207
1964,432,-0.814985577
1965,432,-0.774382238
1966,432,-0.812927072
1967,432,-0.813316624
1968,432,-1.093253455
1969,432,-1.099807538
1970,432,-1.098055637
1971,432,-1.092616094
1972,432,-1.017261078
1973,432,-1.022768876
1974,432,-1.022793637
1975,432,-1.152487338
1976,432,-1.157872066
1977,432,-1.151350112
1978,432,-1.127415938
1979,432,-1.015263922
1980,432,-1.228534029
1981,432,-1.123698412
1982,432,-0.932591198
1983,432,-0.982186343
1984,432,-0.978502714
1985,432,-1.192039584
1986,432,-0.980617741
1987,432,-0.973024159
1988,432,-0.784798979
1989,432,-0.882114879
1990,432,-0.782066396
1991,432,-0.258057525
1992,432,0.417191019
1993,432,0.42014471
1994,432,0.379939863
1995,432,0.423482258
1996,432,0.473442624
1997,432,0.347493648
1998,432,0.342540471
1999,432,0.246730001
2000,432,0.476334182
2001,432,0.292336288
2002,432,0.343342612
2003,432,0.401441748
2004,432,0.405096286
2005,432,0.401430454
2006,432,0.404336009
2007,432,0.420350754
2008,432,0.418883239
1960,433,-0.286924687
1961,433,-0.232034278
1962,433,-0.290518579
1963,433,-0.81904493
1964,433,-0.818169097
1965,433,-0.639460354
1966,433,-0.818483111
1967,433,-0.818881479
1968,433,-0.817917214
1969,433,-0.81370442
1970,433,-0.813291828
1971,433,-0.820485105
1972,433,-0.841960063
1973,433,-0.842877521
1974,433,-0.657992306
1975,433,-0.36246552
1976,433,-0.359674884
1977,433,-0.298488751
1978,433,-0.128820411
1979,433,-0.163847247
1980,433,-0.256181549
1981,433,-0.149190104
1982,433,-0.143993193
1983,433,-0.139249811
1984,433,-0.104814935
1985,433,-0.120376595
1986,433,-0.103310082
1987,433,-0.104478804
1988,433,0.075877589
1989,433,-0.105673667
1990,433,-0.100369134
1991,433,-0.102290997
1992,433,-0.10262789
1993,433,-0.104780696
1994,433,-0.101402105
1995,433,-0.100567992
1996,433,-0.068791212
1997,433,-0.069762688
1998,433,0.04354442
1999,433,-0.149621115
2000,433,0.29688138
2001,433,0.382422671
2002,433,0.477729577
2003,433,0.487003388
2004,433,0.479105245
2005,433,0.477377213
2006,433,0.478199223
2007,433,0.541326509
2008,433,0.479740602
1960,434,0.008949479
1961,434,0.074890704
1962,434,0.078227711
1963,434,-0.221549514
1964,434,-0.584491854
1965,434,-1.045005781
1966,434,-1.104931939
1967,434,-1.10340852
1968,434,-1.096602791
1969,434,-1.101306813
1970,434,-0.728158051
1971,434,-0.722882857
1972,434,-1.039382823
1973,434,-0.935168467
1974,434,-1.01915672
1975,434,-1.153914388
1976,434,-1.152787634
1977,434,-1.158329335
1978,434,-1.156962434
1979,434,-0.928757617
1980,434,-1.021209618
1981,434,-0.93231857
1982,434,-0.930811503
1983,434,-0.975260314
1984,434,-1.145095201
1985,434,-1.09716113
1986,434,-1.147817147
1987,434,-1.141619192
1988,434,-1.081556069
1989,434,-1.142195408
1990,434,-0.257031269
1991,434,0.496430856
1992,434,0.493380785
1993,434,0.495092045
1994,434,0.498834618
1995,434,0.604297551
1996,434,0.655226777
1997,434,0.65648432
1998,434,0.659309397
1999,434,0.431465766
2000,434,0.633422914
2001,434,0.37346924
2002,434,0.367821276
2003,434,0.432790326
2004,434,0.431925482
2005,434,0.435095525
2006,434,0.476294941
2007,434,0.541527648
2008,434,0.540360052
1960,435,-0.428116441
1961,435,-0.58287117
1962,435,-0.807679607
1963,435,-0.814753943
1964,435,-0.818528322
1965,435,-0.632326121
1966,435,-0.822547894
1967,435,-0.821644228
1968,435,-0.819213759
1969,435,-0.816969783
1970,435,-0.819164935
1971,435,-0.814150332
1972,435,-0.845969606
1973,435,-0.842847524
1974,435,-0.769912866
1975,435,-0.844644187
1976,435,-0.848996275
1977,435,-0.847765046
1978,435,-1.036239601
1979,435,-1.126840821
1980,435,-1.316801538
1981,435,-1.122108829
1982,435,-1.126477968
1983,435,-0.983164002
1984,435,-0.976526368
1985,435,-1.001415904
1986,435,-0.977170441
1987,435,-0.878913663
1988,435,-0.950508848
1989,435,-0.976628242
1990,435,-0.98011589
1991,435,-0.831143601
1992,435,-0.632654965
1993,435,-0.633633976
1994,435,-0.72476706
1995,435,-0.563953049
1996,435,-0.568440643
1997,435,-0.740748539
1998,435,-0.659977794
1999,435,-0.636981879
2000,435,-0.470060882
2001,435,-0.55506521
2002,435,-0.544971551
2003,435,-0.462331638
2004,435,-0.457641002
2005,435,-0.502161674
2006,435,-0.3681962
2007,435,0.21488509
2008,435,-0.584614266
1960,436,-0.632224493
1961,436,-0.818998849
1962,436,-0.812739307
1963,436,-0.819634969
1964,436,-0.814441139
1965,436,-0.976985424
1966,436,-0.813571
1967,436,-0.817105579
1968,436,-0.816243569
1969,436,-0.816373408
1970,436,-0.813631608
1971,436,-0.81974772
1972,436,-0.852492917
1973,436,-0.846867345
1974,436,-1.021285545
1975,436,-1.020659974
1976,436,-1.019057318
1977,436,-1.018533878
1978,436,-1.021343463
1979,436,-1.124740597
1980,436,-1.308919099
1981,436,-1.125081286
1982,436,-1.125925204
1983,436,-0.979651552
1984,436,-0.97395998
1985,436,-1.077547691
1986,436,-0.977223217
1987,436,-0.97672344
1988,436,-0.954034272
1989,436,-0.97747106
1990,436,-0.495988327
1991,436,-0.294035476
1992,436,-0.032940485
1993,436,0.456205873
1994,436,0.412898123
1995,436,0.416840873
1996,436,-0.563230682
1997,436,-0.562422927
1998,436,-0.567547011
