year,ccode,uds
1969,439,-0.903994547
1970,439,-0.300287003
1971,439,-0.233456111
1972,439,-0.160279339
1973,439,-0.15977973
1974,439,-0.615190856
1975,439,-0.607593606
1976,439,-0.613764374
1977,439,-0.30146986
1978,439,0.199244895
1979,439,0.202082458
1980,439,-0.689619302
1981,439,-0.948566102
1982,439,-0.949412262
1983,439,-0.783154029
1984,439,-0.869509616
1985,439,-0.916913367
1986,439,-0.971454437
1987,439,-0.978746157
1988,439,-1.001744762
1989,439,-0.782643482
1990,439,-0.784737568
1991,439,-0.610767097
1992,439,-0.29250595
1993,439,-0.246363808
1994,439,-0.244250465
1995,439,-0.245341285
1996,439,-0.245464769
1997,439,-0.228664998
1998,439,-0.224765034
1999,439,-0.343448709
2000,439,-0.267026042
2001,439,-0.230606413
2002,439,-0.231798876
2003,439,-0.118804757
2004,439,-0.169299167
2005,439,-0.22820167
2006,439,-0.230859849
2007,439,-0.23304979
2008,439,-0.231429679
1946,450,-0.66418539
1947,450,-0.666971148
1948,450,-0.669156326
1949,450,-0.669892551
1950,450,-0.544909332
1951,450,-0.6640726
1952,450,-0.666643877
1953,450,-0.668748132
1954,450,-0.664365104
1955,450,-0.68013933
1956,450,-0.777761561
1957,450,-0.780077383
1958,450,-0.777073224
1959,450,-0.783165823
1960,450,-0.684142646
1961,450,-0.66757016
1962,450,-0.669129306
1963,450,-0.67113267
1964,450,-0.662136444
1965,450,-0.61335747
1966,450,-0.672111246
1967,450,-0.663978543
1968,450,-0.669707907
1969,450,-0.667106148
1970,450,-0.666806582
1971,450,-0.66878326
1972,450,-0.73709985
1973,450,-0.662606021
1974,450,-0.539561982
1975,450,-0.596932532
1976,450,-0.595705217
1977,450,-0.597108314
1978,450,-0.667180259
1979,450,-0.663694605
1980,450,-1.247870743
1981,450,-0.866640382
1982,450,-0.866000712
1983,450,-0.693853048
1984,450,-0.661046506
1985,450,-0.436966334
1986,450,-0.579787256
1987,450,-0.578813698
1988,450,-0.488293573
1989,450,-0.660050275
1990,450,-0.734872195
1991,450,-0.624801609
1992,450,-0.62498143
1993,450,-0.547188611
1994,450,-0.622792801
1995,450,-0.627647277
1996,450,-0.617025394
1997,450,-0.250473442
1998,450,-0.249117134
1999,450,-0.170391383
2000,450,-0.171810184
2001,450,-0.291706861
2002,450,-0.359220939
2003,450,-0.490548015
2004,450,-0.222419768
2005,450,0.053119151
2006,450,0.332265844
2007,450,0.333403282
2008,450,0.335235125
1961,451,0.344492816
1962,451,0.546990711
1963,451,0.550941334
1964,451,0.551812127
1965,451,0.452318048
1966,451,0.550227873
1967,451,-1.093833258
1968,451,0.218511555
1969,451,0.031155327
1970,451,-0.013779036
1971,451,-0.100754806
1972,451,-0.118042602
1973,451,-0.594018082
1974,451,-0.593000602
1975,451,-0.585841208
1976,451,-0.589259196
1977,451,-0.360457801
1978,451,-0.696042492
1979,451,-0.688788661
1980,451,-0.696552287
1981,451,-0.694368221
1982,451,-0.695726938
1983,451,-0.694761311
1984,451,-0.623141911
1985,451,-0.73723382
1986,451,-0.689896566
1987,451,-0.698664423
1988,451,-0.539451841
1989,451,-0.783810415
1990,451,-0.775703165
1991,451,-0.66090639
1992,451,-0.978048959
1993,451,-0.978610293
1994,451,-0.978531727
1995,451,-0.980675156
1996,451,-0.00753883
1997,451,-0.621628647
1998,451,-0.099845266
1999,451,0.012928793
2000,451,0.223873927
2001,451,0.00715922
2002,451,0.249015148
2003,451,0.288799274
2004,451,0.294862686
2005,451,0.297030395
2006,451,0.291543655
2007,451,0.42279567
2008,451,0.424487239
1957,452,0.063487554
1958,452,0.058606352
1959,452,0.065582579
1960,452,-0.741525927
1961,452,-0.979187456
1962,452,-1.116675418
1963,452,-1.126657731
1964,452,-1.123880987
1965,452,-1.147347353
1966,452,-1.099662342
1967,452,-1.09845203
1968,452,-0.819746575
1969,452,-0.074899401
1970,452,0.190803469
1971,452,0.19314999
1972,452,-1.034894859
1973,452,-1.017439658
1974,452,-0.933650778
1975,452,-0.931873745
1976,452,-0.939267124
1977,452,-0.856558877
1978,452,-0.463681979
1979,452,0.189093893
1980,452,0.478578586
1981,452,-0.452478038
1982,452,-0.44836055
1983,452,-0.786492637
1984,452,-0.979885882
1985,452,-0.915037656
1986,452,-0.978703174
1987,452,-0.978547024
1988,452,-0.948312407
1989,452,-0.786316003
1990,452,-0.783969192
1991,452,-0.662685115
1992,452,-0.202654341
1993,452,-0.011092841
1994,452,-0.004306778
1995,452,0.02496528
1996,452,0.19552355
1997,452,0.230105493
1998,452,0.232644713
1999,452,0.265420262
2000,452,0.539548776
2001,452,0.491587836
2002,452,0.490073652
2003,452,0.551431
2004,452,0.671159577
2005,452,0.758147571
2006,452,0.75578449
2007,452,0.751907322
2008,452,0.756253316
1960,461,-0.118599137
1961,461,-0.667275716
1962,461,-0.66996465
1963,461,-0.204721746
1964,461,-0.207501027
1965,461,-0.26430674
1966,461,-0.206373086
1967,461,-1.101139072
1968,461,-1.093008209
1969,461,-1.094459136
1970,461,-1.100252152
1971,461,-1.097005127
1972,461,-0.935960595
1973,461,-0.935505119
1974,461,-1.021063998
1975,461,-1.025298035
1976,461,-1.021117659
1977,461,-1.014900393
1978,461,-1.022196833
1979,461,-1.051634717
1980,461,-1.020666687
1981,461,-0.93286012
1982,461,-0.933123133
1983,461,-0.980168363
1984,461,-0.87940891
1985,461,-1.130058004
1986,461,-0.877663302
1987,461,-0.876141873
1988,461,-0.951176419
1989,461,-0.884050781
1990,461,-0.87814178
1991,461,-0.61155974
1992,461,-0.553657758
1993,461,-0.60048864
1994,461,-0.202014454
1995,461,-0.197727598
1996,461,-0.196384379
1997,461,-0.201800354
1998,461,-0.287868686
1999,461,-0.272424082
2000,461,-0.323329808
2001,461,-0.274491533
2002,461,-0.277127947
2003,461,-0.275753866
2004,461,-0.27794922
2005,461,-0.321988128
2006,461,-0.325672476
2007,461,-0.197318335
2008,461,-0.198344396
1960,471,-0.177860738
1961,471,-0.277815792
1962,471,-0.272881061
1963,471,-0.487652957
1964,471,-0.486684017
1965,471,-0.43062744
1966,471,-0.584294475
1967,471,-0.584344036
1968,471,-0.587625841
1969,471,-0.578417278
1970,471,-0.820461037
1971,471,-0.693809218
1972,471,-0.724967311
1973,471,-0.807588679
1974,471,-0.809017038
1975,471,-0.808720169
1976,471,-0.963092111
1977,471,-0.884076685
1978,471,-0.96702111
1979,471,-0.956986594
1980,471,-1.047523073
1981,471,-0.958180227
1982,471,-0.844008433
1983,471,-1.015396031
1984,471,-1.11229268
1985,471,-1.08561532
1986,471,-1.020384377
1987,471,-1.017087796
1988,471,-1.226776419
1989,471,-1.013939028
1990,471,-1.011733296
1991,471,-1.019842552
1992,471,-0.382792633
1993,471,-0.377846975
1994,471,-0.381721205
1995,471,-0.445272609
1996,471,-0.446197159
1997,471,-0.662715237
1998,471,-0.663809194
1999,471,-0.730165674
2000,471,-0.530431904
2001,471,-0.639822798
2002,471,-0.640797076
2003,471,-0.636797727
2004,471,-0.466481175
2005,471,-0.460844441
2006,471,-0.458336638
2007,471,-0.464260356
2008,471,-0.467691066
1960,475,0.439955814
1961,475,0.437208201
1962,475,0.442980599
1963,475,0.439059888
1964,475,0.230248204
1965,475,0.105758548
1966,475,-1.100297595
1967,475,-1.092689296
1968,475,-1.090154321
1969,475,-1.098633572
1970,475,-1.100885297
1971,475,-1.099364733
1972,475,-0.8721456
1973,475,-0.7772763
1974,475,-0.775949674
1975,475,-0.858952925
1976,475,-0.52873167
1977,475,-0.484053204
1978,475,-0.329732528
1979,475,0.379703975
1980,475,0.457993313
1981,475,0.455926436
1982,475,0.457582555
1983,475,0.131471003
1984,475,-0.876008349
1985,475,-0.937710432
1986,475,-0.880340527
1987,475,-0.787062434
1988,475,-0.688739024
1989,475,-0.61129196
1990,475,-0.533659318
1991,475,-0.475032697
1992,475,-0.476915898
1993,475,-0.873584276
1994,475,-0.979360714
1995,475,-0.959878812
1996,475,-0.830056088
1997,475,-0.828137861
1998,475,-0.433353758
1999,475,0.264574217
2000,475,0.11183475
2001,475,0.181424212
2002,475,0.173122675
2003,475,0.217868078
2004,475,0.220293693
2005,475,0.219194257
2006,475,0.218503028
2007,475,0.162883251
2008,475,0.120498611
1960,481,-0.241843199
1961,481,-0.821397775
1962,481,-0.817246483
1963,481,-0.819692219
1964,481,-0.204734458
1965,481,-0.310017348
1966,481,-0.260014849
1967,481,-0.415481761
1968,481,-1.117557523
1969,481,-1.119191601
1970,481,-1.128055111
1971,481,-1.117023591
1972,481,-1.05787699
1973,481,-1.053321434
1974,481,-1.045543702
1975,481,-1.051583481
1976,481,-1.060531382
1977,481,-1.053675052
1978,481,-1.052890816
1979,481,-1.051794735
1980,481,-0.953602919
1981,481,-0.959476252
1982,481,-0.960168616
1983,481,-1.125956197
1984,481,-1.129696592
1985,481,-1.005363265
1986,481,-1.135406246
1987,481,-1.125335702
1988,481,-1.071113001
1989,481,-1.029918872
1990,481,-0.34116576
1991,481,-0.251142605
1992,481,-0.287237147
1993,481,-0.278786198
1994,481,-0.283860832
1995,481,-0.105546319
1996,481,-0.146980447
1997,481,-0.149197522
1998,481,-0.152972833
1999,481,-0.269415359
2000,481,-0.090339606
2001,481,-0.26568802
2002,481,-0.270340946
2003,481,-0.264876898
2004,481,-0.267448278
2005,481,-0.319341794
2006,481,-0.319996875
2007,481,-0.327518593
2008,481,-0.330148352
1960,482,-0.494824037
1961,482,-0.692479017
1962,482,-0.819305714
1963,482,-0.820523477
1964,482,-0.8184345
1965,482,-0.777966916
1966,482,-1.089880884
1967,482,-1.098473599
1968,482,-1.097785267
1969,482,-1.106989716
1970,482,-1.096559723
1971,482,-1.092067155
1972,482,-1.151833916
1973,482,-1.155109961
1974,482,-1.15743682
1975,482,-1.154468436
1976,482,-1.150014192
1977,482,-1.155488746
1978,482,-1.158530494
1979,482,-1.121371553
1980,482,-1.242029256
1981,482,-1.030282739
1982,482,-1.033522724
1983,482,-0.878228295
1984,482,-0.97691696
1985,482,-0.913190072
1986,482,-0.975021455
1987,482,-0.877598369
1988,482,-1.152926778
1989,482,-0.881561838
1990,482,-0.785836234
1991,482,-0.655407976
1992,482,-0.426212712
1993,482,0.174244314
1994,482,0.28845729
1995,482,0.245287802
1996,482,0.215013616
1997,482,0.214078007
1998,482,0.247053744
1999,482,0.291999375
2000,482,0.239714045
2001,482,0.160056367
2002,482,0.157602999
2003,482,-0.544681237
2004,482,-0.452576057
2005,482,-0.198057244
2006,482,-0.196631023
2007,482,-0.248756112
2008,482,-0.251942136
1960,483,-0.271049034
1961,483,-0.434256589
1962,483,-1.126514053
1963,483,-1.116837654
1964,483,-1.119668153
1965,483,-0.893173137
1966,483,-1.122833543
1967,483,-1.120330339
1968,483,-1.120740384
1969,483,-1.12080169
1970,483,-1.114000006
1971,483,-1.123511502
1972,483,-1.146234416
1973,483,-1.137844497
1974,483,-1.142580282
1975,483,-1.015366295
1976,483,-1.02232177
1977,483,-1.021323379
1978,483,-0.805395482
1979,483,-0.720105822
1980,483,-1.038897514
1981,483,-0.792373416
1982,483,-0.797387593
1983,483,-0.626115432
1984,483,-0.862281234
1985,483,-1.004567263
1986,483,-1.139473655
1987,483,-0.98323532
1988,483,-1.000602871
1989,483,-0.976324513
1990,483,-0.974432402
1991,483,-0.690231673
1992,483,-0.662987779
1993,483,-0.578799145
1994,483,-0.58569755
1995,483,-0.580805508
1996,483,-0.342555583
1997,483,-0.159411283
1998,483,-0.111010614
1999,483,-0.279903031
2000,483,-0.248461407
2001,483,-0.275523594
2002,483,-0.273509358
2003,483,-0.27725975
2004,483,-0.276777807
2005,483,-0.276616907
2006,483,-0.348563707
2007,483,-0.413462046
2008,483,-0.417553484
1960,484,0.29237412
1961,484,0.26526502
1962,484,0.259715157
1963,484,-0.273021099
1964,484,-0.814545405
1965,484,-0.695514361
1966,484,-0.817446895
1967,484,-0.818163752
1968,484,-1.100492415
1969,484,-1.097183772
1970,484,-1.098305938
1971,484,-1.099455276
1972,484,-1.280501894
1973,484,-0.774581671
1974,484,-0.770429352
1975,484,-0.766604191
1976,484,-0.770078561
1977,484,-1.018754555
1978,484,-1.284276728
1979,484,-1.181287129
1980,484,-1.106591225
1981,484,-1.042690451
1982,484,-1.041618447
1983,484,-1.114556538
1984,484,-1.114187781
1985,484,-1.083003368
1986,484,-1.11591173
1987,484,-1.112530486
1988,484,-1.069377101
1989,484,-1.112351381
1990,484,-1.021928509
1991,484,-0.431949053
1992,484,0.288070346
1993,484,0.255850939
1994,484,0.257596234
1995,484,0.255917483
1996,484,0.258055532
1997,484,-0.423139094
1998,484,-0.743295103
1999,484,-0.628227994
2000,484,-0.419063978
2001,484,-0.428302099
2002,484,-0.466966565
2003,484,-0.398172878
2004,484,-0.402916008
2005,484,-0.469369276
2006,484,-0.545458076
2007,484,-0.552498865
2008,484,-0.549098884
1960,490,-0.403898361
1961,490,-0.376880263
1962,490,-0.37368056
1963,490,-0.652349296
1964,490,-0.905358374
1965,490,-1.144768234
1966,490,-1.441611161
1967,490,-1.437326038
1968,490,-1.45003603
1969,490,-1.441342015
1970,490,-1.128500434
1971,490,-1.121057078
1972,490,-1.145571404
1973,490,-1.14401755
1974,490,-1.143526664
1975,490,-1.289225703
1976,490,-1.135499253
1977,490,-1.141554761
1978,490,-1.134959956
1979,490,-1.053013759
1980,490,-1.118605294
1981,490,-1.139903235
1982,490,-1.142076968
1983,490,-1.23720428
1984,490,-1.238168518
1985,490,-1.349029376
1986,490,-1.460469708
1987,490,-1.23918229
1988,490,-1.121858558
1989,490,-1.239050426
1990,490,-1.013939142
1991,490,-0.916371758
1992,490,-0.473878855
1993,490,-0.616961307
1994,490,-0.626008765
1995,490,-0.624819769
1996,490,-0.620416523
1997,490,-0.630185315
1998,490,-0.629526439
1999,490,-0.599973196
2000,490,-0.537166561
2001,490,-0.506373511
2002,490,-0.508586566
2003,490,-0.480641007
2004,490,-0.437901784
2005,490,-0.404967174
2006,490,-0.112181661
2007,490,-0.110880459
2008,490,-0.176116045
1962,500,0.114522869
1963,500,0.111282574
1964,500,0.113134621
1965,500,0.080675624
1966,500,-0.409429322
1967,500,-0.573011803
1968,500,-0.56864744
1969,500,-0.698659523
1970,500,-0.69558077
1971,500,-1.092978835
1972,500,-1.151573529
1973,500,-1.161679413
1974,500,-1.157320363
1975,500,-1.153826524
1976,500,-1.153473005
1977,500,-1.150232923
1978,500,-1.156318947
1979,500,-1.144037132
1980,500,-0.105993051
1981,500,-0.060382605
1982,500,-0.064312742
1983,500,-0.09007056
1984,500,-0.089074334
1985,500,-0.556767586
1986,500,-0.620495846
1987,500,-0.625581358
1988,500,-0.6850785
1989,500,-0.696219453
1990,500,-0.777392362
1991,500,-0.877336282
1992,500,-0.785623856
1993,500,-0.586295774
1994,500,-0.509835797
1995,500,-0.448581495
1996,500,-0.288517084
1997,500,-0.287797202
1998,500,-0.291449886
1999,500,-0.320890992
2000,500,-0.23832762
2001,500,-0.322699905
2002,500,-0.258939634
2003,500,-0.205822218
2004,500,-0.20761993
2005,500,-0.135097245
2006,500,-0.133955357
2007,500,-0.135181408
2008,500,-0.13254609
1963,501,0.115247557
1964,501,0.03828796
1965,501,-0.030338589
1966,501,-0.411557053
1967,501,-0.373682244
1968,501,-0.374760601
1969,501,-0.689287983
1970,501,-0.821196503
1971,501,-0.813901613
1972,501,-0.558093337
1973,501,-0.557489856
1974,501,-0.55598926
1975,501,-0.612976687
1976,501,-0.608064396
1977,501,-0.609984944
1978,501,-0.557634201
1979,501,-0.478876667
1980,501,-0.346041676
1981,501,-0.309847406
1982,501,-0.611202159
1983,501,-0.692941335
1984,501,-0.785586726
1985,501,-0.875353482
1986,501,-0.779171144
1987,501,-0.877413412
1988,501,-0.778959813
1989,501,-0.879925635
1990,501,-0.877434149
1991,501,-0.694567065
1992,501,-0.187056468
1993,501,-0.207537863
1994,501,-0.258000111
1995,501,-0.308101302
1996,501,-0.304184245
1997,501,-0.243847089
1998,501,-0.03805858
1999,501,-0.089940653
2000,501,-0.112159066
2001,501,-0.087432455
2002,501,0.337224327
2003,501,0.426662746
2004,501,0.427117601
2005,501,0.42681332
2006,501,0.424274259
2007,501,0.38301545
2008,501,0.377457182
1961,510,-0.138913232
1962,510,-0.137864813
1963,510,-0.297066193
1964,510,-0.302470752
1965,510,-0.234905886
1966,510,-0.665955813
1967,510,-0.574379767
1968,510,-0.562531696
1969,510,-0.563079248
1970,510,-0.567462184
1971,510,-0.486523311
1972,510,-0.595526129
1973,510,-0.587367483
1974,510,-0.592736486
1975,510,-0.590238578
1976,510,-0.592807328
1977,510,-0.654276685
1978,510,-0.658954635
1979,510,-0.655948448
1980,510,-0.723926238
1981,510,-0.654702212
1982,510,-0.65587099
1983,510,-0.739982689
1984,510,-0.741224377
1985,510,-0.919936999
1986,510,-0.738463526
1987,510,-0.750074763
1988,510,-0.709840759
1989,510,-0.74254601
1990,510,-0.6527119
1991,510,-0.65419346
1992,510,-0.40089063
1993,510,-0.39487914
1994,510,-0.450265105
1995,510,-0.19869535
1996,510,-0.139510673
1997,510,-0.139481687
1998,510,-0.098535972
1999,510,-0.147710222
2000,510,-0.079829005
2001,510,-0.260491186
2002,510,-0.203370893
2003,510,-0.20663481
2004,510,-0.208801573
2005,510,-0.205966615
2006,510,-0.208685521
2007,510,-0.206150827
2008,510,-0.209980279
1962,516,-0.415552525
1963,516,-0.521765697
1964,516,-0.514320012
1965,516,-0.488076702
1966,516,-0.864171449
1967,516,-1.09592218
1968,516,-1.093258854
1969,516,-1.101170889
1970,516,-1.09451475
1971,516,-1.094859136
1972,516,-1.156506214
1973,516,-1.280627952
1974,516,-1.1528075
1975,516,-1.011263469
1976,516,-1.017437886
1977,516,-1.022251087
1978,516,-1.148096485
1979,516,-1.282015043
1980,516,-1.31328321
1981,516,-1.038527583
1982,516,-0.846997503
1983,516,-0.875969046
1984,516,-0.974485538
1985,516,-1.002616802
1986,516,-0.977674838
1987,516,-0.984180159
1988,516,-1.207338804
1989,516,-0.983881505
1990,516,-0.981708076
1991,516,-0.979132856
1992,516,-0.554713248
1993,516,-0.198428614
1994,516,-0.151130389
1995,516,-0.152245231
1996,516,-0.510445211
1997,516,-0.906134987
1998,516,-0.660242674
1999,516,-0.549267183
2000,516,-0.573607117
2001,516,-0.514044166
2002,516,-0.37603657
2003,516,-0.281733441
2004,516,-0.213506098
2005,516,0.347894892
2006,516,0.305718961
2007,516,0.29949625
2008,516,0.304786876
1961,517,0.069812675
1962,517,-0.10754356
1963,517,-0.104839369
1964,517,-0.595185988
1965,517,-0.719506727
1966,517,-0.592475265
1967,517,-0.610853386
1968,517,-0.612636533
1969,517,-0.611348387
1970,517,-0.608296383
1971,517,-0.617868949
1972,517,-0.767944378
1973,517,-1.017909583
1974,517,-0.936651703
1975,517,-0.938580817
1976,517,-0.939498
1977,517,-0.931462567
1978,517,-0.936879377
1979,517,-0.933438289
1980,517,-1.156756162
1981,517,-0.84870646
1982,517,-0.846724308
1983,517,-0.875858406
1984,517,-0.882318863
1985,517,-0.854542236
1986,517,-0.872748769
1987,517,-0.880090288
1988,517,-0.780540358
1989,517,-0.873471056
1990,517,-0.875229612
1991,517,-0.880065828
1992,517,-0.778599119
1993,517,-0.782416936
1994,517,-0.961346022
1995,517,-0.824995602
1996,517,-0.82312976
1997,517,-0.827968741
1998,517,-0.827723477
1999,517,-0.819223952
2000,517,-0.694982736
2001,517,-0.732639653
2002,517,-0.638972945
2003,517,-0.368425612
2004,517,-0.362436293
2005,517,-0.367156665
2006,517,-0.372679565
2007,517,-0.362905114
2008,517,-0.370904499
1960,520,0.437726121
1961,520,0.519122991
1962,520,0.517964326
1963,520,0.522869777
1964,520,0.547307083
1965,520,0.456483548
1966,520,0.641904557
1967,520,0.544459295
1968,520,0.543709853
1969,520,-1.102628936
1970,520,-1.095892188
1971,520,-1.106700131
1972,520,-1.016732435
1973,520,-1.023789749
1974,520,-1.016055469
1975,520,-1.018279668
1976,520,-1.151705842
1977,520,-1.154997963
1978,520,-1.284344278
1979,520,-1.05567991
1980,520,-1.126574492
1981,520,-1.058270618
1982,520,-1.056857692
1983,520,-1.142646118
1984,520,-1.140841058
1985,520,-1.328933266
1986,520,-1.1442586
1987,520,-1.145482129
1988,520,-1.330115738
1989,520,-1.14289862
1990,520,-1.147166725
1991,520,-0.731093728
1992,520,-0.732658857
1993,520,-0.730845616
1994,520,-0.731412318
1995,520,-0.736155392
1996,520,-0.724329578
1997,520,-0.725648988
1998,520,-0.736807172
1999,520,-0.712417757
2000,520,-0.535189207
2001,520,-0.595487972
2002,520,-0.598241406
2003,520,-0.59729407
2004,520,-0.600256283
2005,520,-0.595631798
2006,520,-0.714227629
2007,520,-0.711222627
2008,520,-0.715446412
1977,522,-0.601814467
1978,522,-0.60843635
1979,522,-0.606261591
1980,522,-0.445415167
1981,522,-0.905086775
1982,522,-0.913843568
1983,522,-0.913619219
1984,522,-0.912358971
1985,522,-0.936712258
1986,522,-1.006000018
1987,522,-1.015836289
1988,522,-0.847900179
1989,522,-0.914264701
1990,522,-0.91319048
1991,522,-0.909685559
1992,522,-0.867955503
1993,522,-0.868616619
1994,522,-0.874869817
1995,522,-0.771022938
1996,522,-0.625985645
1997,522,-0.631175264
1998,522,-0.634440835
1999,522,-0.304337614
2000,522,-0.208413008
2001,522,-0.2395702
2002,522,-0.239030243
2003,522,-0.302685589
2004,522,-0.298042023
2005,522,-0.302363374
2006,522,-0.299121592
2007,522,-0.30482012
2008,522,-0.300476278
1946,530,-1.275142595
1947,530,-1.272761583
1948,530,-1.445415194
1949,530,-1.44009353
1950,530,-1.450780549
1951,530,-1.447970569
1952,530,-1.25024856
1953,530,-1.254534446
1954,530,-1.257620364
1955,530,-1.242709856
1956,530,-1.447713625
1957,530,-1.253055024
1958,530,-1.256263599
1959,530,-1.25138576
1960,530,-1.053814733
1961,530,-1.259370527
1962,530,-1.253578001
1963,530,-1.126767226
1964,530,-1.111555273
1965,530,-1.177018556
1966,530,-1.122868789
1967,530,-1.123891106
1968,530,-1.121103377
1969,530,-1.118430898
1970,530,-1.120990182
1971,530,-1.127637146
1972,530,-0.973796269
1973,530,-0.976117568
1974,530,-0.572126287
1975,530,-1.023856188
1976,530,-1.020230619
1977,530,-1.153228682
1978,530,-1.151238598
1979,530,-1.282725541
1980,530,-1.456299012
1981,530,-1.288215549
1982,530,-1.285550737
1983,530,-1.133031727
1984,530,-1.285877801
1985,530,-1.434873325
1986,530,-1.290057737
1987,530,-1.114847311
1988,530,-1.287217988
1989,530,-1.296450963
1990,530,-1.29179421
1991,530,-0.308839352
1992,530,-0.262036797
1993,530,-0.302214534
1994,530,-0.288482056
1995,530,-0.132476019
1996,530,-0.064809488
1997,530,-0.064979283
1998,530,-0.034705829
1999,530,-0.207372214
2000,530,-0.18751816
2001,530,-0.323253703
2002,530,-0.321129263
2003,530,-0.323033777
2004,530,-0.322936385
2005,530,-0.140372311
2006,530,-0.135580164
2007,530,-0.139258485
2008,530,-0.140546661
1993,531,-0.653499974
1994,531,-0.661014114
1995,531,-0.576759229
1996,531,-0.580840725
1997,531,-0.582828453
1998,531,-0.58463007
1999,531,-0.719049248
2000,531,-0.837215245
2001,531,-0.967379092
2002,531,-0.969213104
2003,531,-0.971981118
2004,531,-0.972420064
2005,531,-0.969586695
2006,531,-0.964718514
2007,531,-0.972777036
2008,531,-0.971581279
1975,540,-0.933383042
1976,540,-0.933268606
1977,540,-1.150842304
1978,540,-1.288400688
1979,540,-1.282583738
1980,540,-1.119163149
1981,540,-1.056800653
1982,540,-1.056552102
1983,540,-1.150790631
1984,540,-1.142931568
1985,540,-1.336446837
1986,540,-1.143197523
1987,540,-1.146120922
1988,540,-1.333581724
1989,540,-1.14990812
1990,540,-1.14097638
1991,540,-0.480368072
1992,540,-0.549260685
1993,540,-0.771004142
1994,540,-0.765656365
1995,540,-0.601065032
1996,540,-0.60544775
1997,540,-0.631560569
1998,540,-0.632123347
1999,540,-0.604061989
2000,540,-0.541141431
2001,540,-0.603526591
2002,540,-0.490294644
2003,540,-0.486845609
2004,540,-0.489977825
2005,540,-0.486587977
2006,540,-0.486038647
2007,540,-0.487790461
2008,540,-0.48441299
1975,541,-1.051931465
1976,541,-1.27333708
1977,541,-1.173908531
1978,541,-1.174760168
1979,541,-1.179389122
1980,541,-1.20815976
1981,541,-1.043451497
1982,541,-1.044091852
1983,541,-1.115994736
1984,541,-1.113395703
1985,541,-1.292234181
1986,541,-0.975177871
1987,541,-0.975344953
1988,541,-0.999433596
1989,541,-0.97870426
1990,541,-0.880643442
1991,541,-0.58134198
1992,541,-0.577664742
1993,541,-0.658832776
1994,541,-0.041382223
1995,541,0.13374479
1996,541,0.131443551
1997,541,0.131107929
1998,541,0.131560548
1999,541,0.129786292
2000,541,0.248255909
2001,541,0.128894909
2002,541,0.127528887
2003,541,0.134046819
2004,541,0.072347716
2005,541,0.072826377
2006,541,0.076429128
2007,541,0.117997199
2008,541,0.115428882
1964,551,-0.106373792
1965,551,-0.092388379
1966,551,-0.110417947
1967,551,-0.119718956
1968,551,-0.070714577
1969,551,-0.073032962
1970,551,-0.07360087
1971,551,-0.07448477
1972,551,-0.638158547
1973,551,-0.892862146
1974,551,-0.817458745
1975,551,-0.887007746
1976,551,-0.888765646
1977,551,-0.893152197
1978,551,-0.89328771
1979,551,-0.891039678
1980,551,-0.966910361
1981,551,-0.968641508
1982,551,-0.971649701
1983,551,-1.026671198
1984,551,-0.935226968
1985,551,-0.890204982
1986,551,-0.929445479
1987,551,-0.931009039
1988,551,-0.689531604
1989,551,-1.024194575
1990,551,-1.025172737
1991,551,0.026187741
1992,551,0.214932713
1993,551,0.032645654
1994,551,0.029766659
1995,551,0.028216223
1996,551,-0.138334018
1997,551,-0.137651134
1998,551,-0.137088107
1999,551,-0.260356385
2000,551,-0.143607828
2001,551,-0.055359482
2002,551,-0.010472077
2003,551,-0.008863298
2004,551,-0.006796214
2005,551,-0.00970393
2006,551,0.090781766
2007,551,0.094746641
2008,551,0.212866385
1967,552,-0.631110709
1968,552,-0.629731568
1969,552,-0.624310629
1970,552,-0.194463151
1971,552,-0.100266746
1972,552,-0.321959575
1973,552,-0.243417732
1974,552,-0.245014982
1975,552,-0.251875554
1976,552,-0.253716473
1977,552,-0.183615099
1978,552,-0.259184124
1979,552,-0.29985939
1980,552,0.069981858
1981,552,0.081728282
1982,552,0.03327883
1983,552,-0.021117127
1984,552,-0.022812387
1985,552,-0.124104502
1986,552,-0.105066162
1987,552,-0.277130932
1988,552,-0.219423873
1989,552,-0.230794564
1990,552,-0.318471682
1991,552,-0.27561346
1992,552,-0.275311636
1993,552,-0.315050088
1994,552,-0.317060218
1995,552,-0.31754711
1996,552,-0.314301658
1997,552,-0.320199098
1998,552,-0.317616631
1999,552,-0.519440252
2000,552,-0.229243797
2001,552,-0.63548383
2002,552,-0.468848001
2003,552,-0.466513895
2004,552,-0.539090532
2005,552,-0.539587877
2006,552,-0.540394273
2007,552,-0.540763625
2008,552,-0.53700867
1964,553,-1.272406358
1965,553,-0.836989016
1966,553,-1.276035923
1967,553,-1.118141294
1968,553,-1.124587413
1969,553,-1.120810785
1970,553,-1.114448188
1971,553,-1.119925577
1972,553,-1.133824868
1973,553,-1.13782269
1974,553,-1.13932686
1975,553,-1.140501487
1976,553,-1.139708991
1977,553,-1.145171618
1978,553,-1.143560164
1979,553,-1.138992053
1980,553,-1.180516854
1981,553,-1.143890529
1982,553,-1.141675827
1983,553,-1.238036445
1984,553,-1.234560558
1985,553,-1.231931698
1986,553,-1.240071489
1987,553,-1.235172981
1988,553,-1.122671664
1989,553,-1.232585534
1990,553,-1.236354706
1991,553,-1.23334669
1992,553,-1.239736725
1993,553,-0.9172436
1994,553,0.548307778
