"country","year","cowcode","mean","sd","median","pct025","pct975"
"Colombia","2000",100,0.270083830604039,0.16609866592683,0.268545973108581,-0.0497375964126777,0.602493850242184
"Colombia","2001",100,0.301942045501448,0.227434596158708,0.294352426342509,-0.130557215379185,0.762564934037339
"Colombia","2002",100,0.304055010110237,0.226513957593041,0.296240173303503,-0.127482409636633,0.768898227914757
"Colombia","2003",100,0.306687213639838,0.225254403680114,0.301773748296774,-0.117952617910777,0.765050317643756
"Colombia","2004",100,0.307986190878168,0.227794146206002,0.303633001102467,-0.122257854652958,0.769073268520331
"Colombia","2005",100,0.423148491487459,0.233941312474496,0.419379291195642,-0.0199117838765467,0.891294105677222
"Colombia","2006",100,0.33890426794468,0.227961308034994,0.334842888042965,-0.0940610354396016,0.800850197988446
"Colombia","2007",100,0.339147641038902,0.230322227794411,0.333190423278467,-0.0997649191439818,0.798714798824938
"Colombia","2008",100,0.279995263260307,0.223228954100978,0.273186102310411,-0.133148677469165,0.7336543503912
"Venezuela","1946",101,-0.0350075331638734,0.181464086872167,-0.0328417477253725,-0.387767732054906,0.317071584192721
"Venezuela","1947",101,0.0472930227970506,0.177376834776147,0.0481160306370609,-0.299162045019278,0.398098536832424
"Venezuela","1948",101,-0.301624247951336,0.198708727533782,-0.298864215746977,-0.705733402189916,0.0771709387240502
"Venezuela","1949",101,-1.11755673936578,0.323071063317386,-1.1067879155895,-1.77445768148824,-0.513008689365323
"Venezuela","1950",101,-0.909054430340279,0.226051935554665,-0.903713766686944,-1.36455300189543,-0.482825030650742
"Venezuela","1951",101,-1.11502149195343,0.323157593146042,-1.10611376294115,-1.76824037504377,-0.511272938105121
"Venezuela","1952",101,-0.88502999568137,0.293167670684156,-0.878545297124666,-1.47308652419867,-0.33353781193588
"Venezuela","1953",101,-0.701931110782908,0.278529678571312,-0.688864025549721,-1.28167829117773,-0.185281442343826
"Venezuela","1954",101,-0.539777710928118,0.254007565316723,-0.525017169137396,-1.07347720100609,-0.0775423803295934
"Venezuela","1955",101,-0.68741930452103,0.215227964704828,-0.683416581920287,-1.12497500372292,-0.283845904937313
"Venezuela","1956",101,-0.69871295041099,0.278952377365898,-0.686915683556383,-1.28353113882982,-0.178303740647519
"Venezuela","1957",101,-0.887918357338073,0.296667593890455,-0.877898418782934,-1.48878626871533,-0.3435049662079
"Venezuela","1958",101,0.0360998962147147,0.172295562899073,0.0385511108906479,-0.312120795132881,0.36814218664282
"Venezuela","1959",101,0.612322492075039,0.211499669308049,0.606990583636893,0.211166180546274,1.04361759880511
"Venezuela","1960",101,0.491436852318306,0.167620793862705,0.48530764658475,0.171569420716175,0.830865808136201
"Venezuela","1961",101,0.610583571891993,0.206431728321513,0.606272489649255,0.215033447401526,1.03250696691904
"Venezuela","1962",101,0.611509611757716,0.205972406156739,0.606415295519149,0.221581384285115,1.03173085809982
"Venezuela","1963",101,0.677376634318773,0.214339510776253,0.671888372265812,0.270364769187275,1.11702801201042
"Venezuela","1964",101,0.674696799396933,0.211208861212699,0.669658615657105,0.277103896199699,1.11118387150078
"Venezuela","1965",101,0.534806231723729,0.17266415520694,0.530841986958135,0.210464334693844,0.877940041855326
"Venezuela","1966",101,0.679050294934515,0.216160011861957,0.671940349377313,0.272671819789451,1.12564289507969
"Venezuela","1967",101,0.678358847707092,0.213200896585521,0.670038441990752,0.283649562325579,1.12659072883659
"Venezuela","1968",101,0.716243604231683,0.218030933265158,0.707159461571818,0.31835361443586,1.16619164912116
"Venezuela","1969",101,0.876628333275968,0.237492351271271,0.870576181534155,0.431231533848104,1.35228103568089
"Venezuela","1970",101,0.719136925449984,0.217365841873294,0.712659812974626,0.31264381782497,1.16475650920697
